SPN ID,Project Folder,Sub folder,N in Group,N in condition,Group,Nick name,Paper,Paper 2022,Lead Researcher,Journal,Year,Regular,Less regular comparision,Original electrode cluster,Original Time window,Notes,Cluster 1,Cluster 2,Cluster 3,,ATT,W,W explantions,Original,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 1,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 2,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 3,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Left,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Right,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Early,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Late,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,,,SPN ID,Electrodes,Epoch,N particpants,N trials in design,N trials recorded,p included,Max ,Min,M components removed,Max,Min,,p included No ICA,Max,Min,,,,Project,Expeirment,Group,,,,,,,,,,,,,
96,14,EX1 Disc Reg,20,20,38,SPN real things,World,World,Makin  ,JoV,2020,Shape Ref,Shape Rand,PO7 O1 O2 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.500000,,Shape,14,96,-1.02260341,1.184363515,-0.863420223,20,0.8,-3.861332624,0.0010517,0.264831733,0.554299187,-1.576902598,-0.468304223,Shape,14,96,-1.02260341,1.184363515,-0.863420223,20,0.8,-3.861332624,0.0010517,0.264831733,0.554299187,-1.576902598,-0.468304223,Shape,14,96,-1.355391776,1.073469405,-1.262627299,20,0.95,-5.646640944,1.9157E-05,0.240035056,0.502399146,-1.857790922,-0.852992629,Shape,14,96,-0.722131238,0.832505537,-0.867419141,20,0.9,-3.879216328,0.001009614,0.186153897,0.389624585,-1.111755823,-0.332506653,Shape,14,96,-0.59329478,1.234679519,-0.480525327,20,0.7,-2.148974593,0.044736235,0.276082734,0.577847802,-1.171142582,-0.015446978,Shape,14,96,-1.451912464,1.42781874,-1.016874498,20,0.9,-4.547601002,0.000220095,0.319269976,0.66823974,-2.120152204,-0.783672724,Shape,14,96,-1.24998592,1.414178041,-0.883895721,20,0.75,-3.952901836,0.000853222,0.316219823,0.661855697,-1.911841617,-0.588130223,Shape,14,96,-0.760712804,1.405011666,-0.541428105,20,0.75,-2.421340094,0.025639626,0.314170159,0.657565701,-1.418278504,-0.103147103,,,96,PO7 O1 O2 PO8,300-1000,20,480,9600,0.903,0.992,0.608,11.000,16,2,,0.645,0.952,0.210,,,,14,EX1 Disc Reg,38,,,,,,,,,,,,,
97,14,EX1 Disc Reg,,20,38,SPN real things,World,World,Makin  ,JoV,2020,Flower Ref,Flower Rand,PO7 O1 O2 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.500000,,Flower,14,97,-1.220800995,1.251737718,-0.97528498,20,0.9,-4.361607026,0.000335806,0.279897063,0.585831285,-1.80663228,-0.63496971,Flower,14,97,-1.220800995,1.251737718,-0.97528498,20,0.9,-4.361607026,0.000335806,0.279897063,0.585831285,-1.80663228,-0.63496971,Flower,14,97,-1.513659879,1.527915615,-0.990669815,20,0.9,-4.430410097,0.000287163,0.341652318,0.71508652,-2.228746399,-0.79857336,Flower,14,97,-0.835272425,0.805421306,-1.037062738,20,0.8,-4.637885557,0.000179409,0.180097679,0.376948775,-1.2122212,-0.45832365,Flower,14,97,-1.211084506,1.689182819,-0.716964731,20,0.85,-3.206363752,0.004647404,0.377712761,0.790561894,-2.0016464,-0.420522611,Flower,14,97,-1.230519038,1.126195581,-1.092633517,20,0.9,-4.886405637,0.00010251,0.251824987,0.527075756,-1.757594794,-0.703443282,Flower,14,97,-0.860544244,1.201287252,-0.716351765,20,0.8,-3.203622485,0.004676058,0.268615996,0.56221974,-1.422763984,-0.298324503,Flower,14,97,-1.234032108,1.33706166,-0.922943306,20,0.9,-4.127527941,0.000572603,0.298976076,0.625764119,-1.859796227,-0.608267989,,,97,PO7 O1 O2 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,14,EX1 Disc Reg,,20,38,SPN real things,World,World,Makin  ,JoV,2020,Landscape Ref,Landscape Rand,PO7 O1 O2 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.500000,,Landscape,14,98,-1.811160099,1.051630986,-1.722239191,20,0.95,-7.702087809,2.9311E-07,0.235151837,0.492178452,-2.303338551,-1.318981647,Landscape,14,98,-1.811160099,1.051630986,-1.722239191,20,0.95,-7.702087809,2.9311E-07,0.235151837,0.492178452,-2.303338551,-1.318981647,Landscape,14,98,-2.245253856,1.40710353,-1.595656473,20,0.95,-7.135992683,8.76154E-07,0.314637914,0.658544723,-2.903798579,-1.586709132,Landscape,14,98,-1.178293697,0.889275556,-1.325004031,20,0.9,-5.925598166,1.05191E-05,0.198848059,0.416193772,-1.594487468,-0.762099925,Landscape,14,98,-1.579836923,1.262095479,-1.251757057,20,0.95,-5.598027742,2.12867E-05,0.282213129,0.590678866,-2.170515789,-0.989158056,Landscape,14,98,-2.042484746,1.524548055,-1.339731298,20,0.9,-5.99146051,9.14353E-06,0.340899309,0.713510453,-2.755995199,-1.328974292,Landscape,14,98,-1.81546508,1.051730955,-1.726168723,20,0.95,-7.719661212,2.83509E-07,0.235174191,0.492225239,-2.307690318,-1.323239841,Landscape,14,98,-1.678035081,1.161861785,-1.444263941,20,0.9,-6.458944698,3.43555E-06,0.259800193,0.543768054,-2.221803134,-1.134267027,,,98,PO7 O1 O2 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,14,EX2 Disc Col,20,20,39,SPN real things,World,World,Makin  ,JoV,2020,Shape Ref,Shape Rand,PO7 O1 O2 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,Shape,14,99,-0.910529984,1.101050279,-0.826964945,20,0.8,-3.698299666,0.001525646,0.246202327,0.515307393,-1.425837377,-0.395222591,Shape,14,99,-0.910529984,1.101050279,-0.826964945,20,0.8,-3.698299666,0.001525646,0.246202327,0.515307393,-1.425837377,-0.395222591,Shape,14,99,-1.024067796,1.500636886,-0.682422114,20,0.7,-3.051884474,0.006561421,0.335552609,0.702319681,-1.726387478,-0.321748115,Shape,14,99,-0.390134662,0.960373478,-0.406232233,20,0.65,-1.816725775,0.085069291,0.214746038,0.449468623,-0.839603286,0.059333961,Shape,14,99,-0.938841017,1.409029569,-0.666303276,20,0.7,-2.979798836,0.007698225,0.31506859,0.659446137,-1.598287154,-0.27939488,Shape,14,99,-0.882219221,1.332151116,-0.662251609,20,0.7,-2.961679234,0.008012668,0.297878045,0.623465914,-1.505685134,-0.258753307,Shape,14,99,-1.602814195,1.16844068,-1.371754871,20,1,-6.13467428,6.75431E-06,0.261271279,0.546847071,-2.149661266,-1.055967123,Shape,14,99,-0.58990188,1.249820777,-0.471989177,20,0.8,-2.110799767,0.048269776,0.279468422,0.584934129,-1.174836009,-0.00496775,,,99,PO7 O1 O2 PO8,300-1000,20,480,9600,0.896,0.992,0.485,10.550,20,3,,0.624,0.967,0.098,,,,14,EX2 Disc Col,39,,,,,,,,,,,,,
100,14,EX2 Disc Col,,20,39,SPN real things,World,World,Makin  ,JoV,2020,Flower Ref,Flower Rand,PO7 O1 O2 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,Flower,14,100,-0.78542933,0.986784338,-0.795948314,20,0.9,-3.559589071,0.002092143,0.220651686,0.461829286,-1.247258616,-0.323600044,Flower,14,100,-0.78542933,0.986784338,-0.795948314,20,0.9,-3.559589071,0.002092143,0.220651686,0.461829286,-1.247258616,-0.323600044,Flower,14,100,-0.933341307,1.175550163,-0.793961275,20,0.85,-3.550702766,0.002134826,0.262861008,0.550174412,-1.483515719,-0.383166895,Flower,14,100,-0.444831759,0.622047203,-0.715109331,20,0.85,-3.198066151,0.004734669,0.139093983,0.291127052,-0.735958811,-0.153704707,Flower,14,100,-0.80494636,1.31536326,-0.61195746,20,0.8,-2.736756961,0.013105669,0.294124166,0.615608955,-1.420555315,-0.189337404,Flower,14,100,-0.765913128,1.017177205,-0.752979053,20,0.65,-3.367424695,0.003234051,0.227447738,0.476053586,-1.241966714,-0.289859542,Flower,14,100,-0.67279868,1.048145954,-0.641894077,20,0.8,-2.870637583,0.009789644,0.23437256,0.490547406,-1.163346086,-0.182251274,Flower,14,100,-0.698215524,1.072434489,-0.651056573,20,0.75,-2.911613511,0.008947318,0.239803642,0.501914791,-1.200130314,-0.196300733,,,100,PO7 O1 O2 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,14,EX2 Disc Col,,20,39,SPN real things,World,World,Makin  ,JoV,2020,Landscape Ref,Landscape Rand,PO7 O1 O2 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,Landscape,14,101,-1.125670175,0.823290449,-1.367281956,20,0.9,-6.114670796,7.04506E-06,0.184093341,0.385311791,-1.510981966,-0.740358384,Landscape,14,101,-1.125670175,0.823290449,-1.367281956,20,0.9,-6.114670796,7.04506E-06,0.184093341,0.385311791,-1.510981966,-0.740358384,Landscape,14,101,-1.40017001,1.17921258,-1.187377097,20,0.9,-5.310111806,3.99584E-05,0.263679949,0.551888476,-1.952058486,-0.848281534,Landscape,14,101,-0.6726857,0.602318169,-1.116827841,20,0.8,-4.994605945,8.04632E-05,0.134682437,0.28189358,-0.95457928,-0.39079212,Landscape,14,101,-0.963269516,1.125821652,-0.855614665,20,0.8,-3.826425108,0.001138955,0.251741374,0.526900752,-1.490170268,-0.436368764,Landscape,14,101,-1.288071417,1.223542087,-1.052739772,20,0.9,-4.707995384,0.000153134,0.273592328,0.572635323,-1.86070674,-0.715436093,Landscape,14,101,-1.40490889,0.841593716,-1.669343371,20,0.95,-7.46553051,4.60754E-07,0.188186076,0.393877983,-1.798786873,-1.011030907,Landscape,14,101,-0.90270609,0.996763767,-0.905636941,20,0.8,-4.050131528,0.000683295,0.222883154,0.466499803,-1.369205892,-0.436206287,,,101,PO7 O1 O2 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,14,EX3 Disc Col Control,20,20,40,SPN real things,World,World,Makin  ,JoV,2020,Shape Ref,Shape Rand,PO7 O1 O2 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,Shape,14,102,-0.671435867,1.490424159,-0.450499855,20,0.7,-2.014696598,0.058310989,0.333268974,0.697539978,-1.368975846,0.026104111,Shape,14,102,-0.671435867,1.490424159,-0.450499855,20,0.7,-2.014696598,0.058310989,0.333268974,0.697539978,-1.368975846,0.026104111,Shape,14,102,-0.535862784,1.634869756,-0.327770932,20,0.65,-1.46583617,0.159047509,0.365567991,0.765142598,-1.301005382,0.229279815,Shape,14,102,-0.436567404,0.98373151,-0.443787151,20,0.55,-1.984676473,0.061811853,0.219969053,0.460400519,-0.896967923,0.023833115,Shape,14,102,-0.829602112,1.457749348,-0.569097913,20,0.75,-2.545083241,0.019764046,0.325962664,0.682247696,-1.511849808,-0.147354416,Shape,14,102,-0.51326946,1.923636024,-0.266822545,20,0.6,-1.193266697,0.247452811,0.430138091,0.900289372,-1.413558831,0.387019912,Shape,14,102,-0.856957077,1.38946649,-0.616752605,20,0.75,-2.7582015,0.01251043,0.310694152,0.650290335,-1.507247412,-0.206666743,Shape,14,102,-0.527541003,1.719337223,-0.306828117,20,0.65,-1.372177054,0.185992697,0.384455491,0.80467459,-1.332215592,0.277133587,,,102,PO7 O1 O2 PO8,300-1000,20,480,9600,0.916,0.988,0.592,7.850,16,3,,0.681,0.963,0.121,,,,14,EX3 Disc Col Control,40,,,,,,,,,,,,,
103,14,EX3 Disc Col Control,,20,40,SPN real things,World,World,Makin  ,JoV,2020,Flower Ref,Flower Rand,PO7 O1 O2 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,Flower,14,103,-1.007722722,1.036473965,-0.972260526,20,0.8,-4.348081254,0.000346305,0.231762624,0.485084747,-1.492807469,-0.522637974,Flower,14,103,-1.007722722,1.036473965,-0.972260526,20,0.8,-4.348081254,0.000346305,0.231762624,0.485084747,-1.492807469,-0.522637974,Flower,14,103,-1.142029742,1.168600545,-0.977262716,20,0.75,-4.370451728,0.000329114,0.261307026,0.54692189,-1.688951632,-0.595107851,Flower,14,103,-0.815887866,0.798353393,-1.021963298,20,0.9,-4.570358808,0.000209033,0.178517246,0.373640889,-1.189528756,-0.442246977,Flower,14,103,-0.976573895,1.067153231,-0.91512059,20,0.85,-4.092543695,0.000620217,0.238622717,0.499443086,-1.476016981,-0.477130809,Flower,14,103,-1.038870795,1.348386767,-0.770454605,20,0.75,-3.445577742,0.00270994,0.301508447,0.631064433,-1.669935227,-0.407806362,Flower,14,103,-0.767209351,1.120352579,-0.684792774,20,0.75,-3.062486386,0.0064086,0.250518453,0.524341147,-1.291550498,-0.242868203,Flower,14,103,-0.98306743,1.105894999,-0.888933787,20,0.8,-3.975432752,0.000810419,0.247285639,0.517574792,-1.500642221,-0.465492638,,,103,PO7 O1 O2 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,14,EX3 Disc Col Control,,20,40,SPN real things,World,World,Makin  ,JoV,2020,Landscape Ref,Landscape Rand,PO7 O1 O2 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,Landscape,14,104,-1.317296323,1.343810908,-0.98026911,20,0.9,-4.383896733,0.000319199,0.300485254,0.628922864,-1.946219187,-0.688373459,Landscape,14,104,-1.317296323,1.343810908,-0.98026911,20,0.9,-4.383896733,0.000319199,0.300485254,0.628922864,-1.946219187,-0.688373459,Landscape,14,104,-1.435290696,1.494536832,-0.960358196,20,0.9,-4.294852417,0.000390936,0.334188595,0.699464768,-2.134755464,-0.735825928,Landscape,14,104,-0.680506463,1.053777536,-0.645778107,20,0.75,-2.888007492,0.009423653,0.23563182,0.493183068,-1.17368953,-0.187323395,Landscape,14,104,-1.202003245,1.471540077,-0.816833509,20,0.85,-3.652990504,0.001691573,0.329046364,0.688701956,-1.8907052,-0.513301289,Landscape,14,104,-1.432591958,1.485356974,-0.964476542,20,0.9,-4.31327022,0.000374873,0.332135916,0.695168462,-2.12776042,-0.737423495,Landscape,14,104,-1.444273115,1.473264591,-0.980321609,20,0.95,-4.384131516,0.000319029,0.329431978,0.689509053,-2.133782168,-0.754764062,Landscape,14,104,-1.181205191,1.484155713,-0.795876862,20,0.85,-3.559269529,0.002093663,0.331867306,0.694606255,-1.875811446,-0.486598936,,,104,PO7 O1 O2 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,15,N/A,24,24,41,Glasses,World,World,Rampone,EJN,2020,Reflection,Rand,PO7 PO8,220-400 and 400 to 1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.500000,,Reflection,15,105,-1.88690938,1.650318705,-1.143360597,24,0.875,-5.601300108,1.06319E-05,0.336869895,0.696868472,-2.583777852,-1.190040907,Reflection,15,105,-1.632016491,1.416765129,-1.151931578,24,0.875,-5.643289169,9.59913E-06,0.289195971,0.598247446,-2.230263937,-1.033769045,Reflection,15,105,-1.88690938,1.650318705,-1.143360597,24,0.875,-5.601300108,1.06319E-05,0.336869895,0.696868472,-2.583777852,-1.190040907,Reflection,15,105,-0.865022679,0.95606156,-0.904777177,24,0.875,-4.432484828,0.000191562,0.195155249,0.40370939,-1.26873207,-0.461313289,Reflection,15,105,-1.340081562,1.519341176,-0.882014904,24,0.791666667,-4.320972923,0.000252992,0.310134219,0.641561512,-1.981643074,-0.69852005,Reflection,15,105,-1.88690939,1.650318707,-1.143360601,24,0.875,-5.601300131,1.06319E-05,0.336869895,0.696868473,-2.583777863,-1.190040917,Reflection,15,105,-2.220175058,2.189359607,-1.014075098,24,0.875,-4.967933103,5.05038E-05,0.446901158,0.924485482,-3.144660541,-1.295689576,Reflection,15,105,-1.78610644,1.869095583,-0.955599305,24,0.875,-4.681461393,0.000102965,0.381527538,0.789249845,-2.575356286,-0.996856595,,,105,PO7 PO8,220-400 and 400 to 1000,24,480,11520,0.914,1.000,0.681,9.375,18,3,,0.549,0.898,0.017,,,,15,N/A,41,,,,,,,,,,,,,
106,15,N/A,,24,41,Glasses,World,World,Rampone,EJN,2020,Translation,Rand,PO7 PO8,220-400 and 400 to 1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.497500,(p-1)/(2p) ,Translation,15,106,-0.872335891,1.053947584,-0.827684322,24,0.875,-4.054808514,0.000490921,0.21513615,0.445043033,-1.317378925,-0.427292858,Translation,15,106,-0.80264379,1.093770213,-0.733832189,24,0.791666667,-3.595028842,0.001528548,0.22326491,0.461858655,-1.264502445,-0.340785135,Translation,15,106,-0.872335891,1.053947584,-0.827684322,24,0.875,-4.054808514,0.000490921,0.21513615,0.445043033,-1.317378925,-0.427292858,Translation,15,106,-0.453298336,0.746509695,-0.607223642,24,0.75,-2.974776164,0.006779675,0.152380653,0.315223398,-0.768521734,-0.138074937,Translation,15,106,-0.759278524,1.329827412,-0.570960199,24,0.75,-2.797122304,0.010237493,0.271449884,0.561536868,-1.320815392,-0.197741656,Translation,15,106,-0.872335898,1.05394759,-0.827684323,24,0.875,-4.05480852,0.000490921,0.215136151,0.445043036,-1.317378933,-0.427292862,Translation,15,106,-0.484099662,0.940565298,-0.514690116,24,0.708333333,-2.521456319,0.01906844,0.191992088,0.397165893,-0.881265556,-0.086933769,Translation,15,106,-1.419598108,1.64654325,-0.862168733,24,0.791666667,-4.223746938,0.000322383,0.336099233,0.695274237,-2.114872346,-0.724323871,,,106,PO7 PO8,220-400 and 400 to 1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,15,N/A,,24,41,Glasses,World,World,Rampone,EJN,2020,Circular,Rand,PO7 PO8,220-400 and 400 to 1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.497500,(p-1)/(2p) ,Circular,15,107,-1.953588433,1.351203912,-1.445813185,24,0.958333333,-7.083009136,3.24157E-07,0.275813344,0.570563372,-2.524151805,-1.38302506,Circular,15,107,-1.701077549,1.279820088,-1.329153656,24,0.958333333,-6.511496492,1.20844E-06,0.261242182,0.540420627,-2.241498176,-1.160656922,Circular,15,107,-1.953588433,1.351203912,-1.445813185,24,0.958333333,-7.083009136,3.24157E-07,0.275813344,0.570563372,-2.524151805,-1.38302506,Circular,15,107,-1.176848053,0.875112205,-1.344796755,24,1,-6.588131715,1.01058E-06,0.178631531,0.369527476,-1.546375529,-0.807320578,Circular,15,107,-1.698905372,1.474835859,-1.151928441,24,0.958333333,-5.643273803,9.59948E-06,0.301049609,0.622768565,-2.321673937,-1.076136807,Circular,15,107,-1.953588445,1.351203916,-1.445813191,24,0.958333333,-7.083009164,3.24157E-07,0.275813344,0.570563374,-2.524151819,-1.383025072,Circular,15,107,-2.035104397,1.62436462,-1.25286181,24,0.958333333,-6.137744303,2.91934E-06,0.33157204,0.685909023,-2.721013421,-1.349195374,Circular,15,107,-1.973040125,1.490187082,-1.324021762,24,0.916666667,-6.486355448,1.28165E-06,0.304183164,0.629250818,-2.602290943,-1.343789307,,,107,PO7 PO8,220-400 and 400 to 1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,15,N/A,,24,41,Glasses,World,World,Rampone,EJN,2020,Radial,Rand,PO7 PO8,220-400 and 400 to 1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.497500,(p-1)/(2p) ,Radial ,15,108,-2.232477861,1.232680104,-1.811076414,24,1,-8.872426197,6.94657E-09,0.251619773,0.520515157,-2.752993019,-1.711962704,Radial ,15,108,-1.940097933,1.225567089,-1.583020587,24,1,-7.75518538,7.28002E-08,0.250167835,0.517511595,-2.457609528,-1.422586338,Radial ,15,108,-2.232477861,1.232680104,-1.811076414,24,1,-8.872426197,6.94657E-09,0.251619773,0.520515157,-2.752993019,-1.711962704,Radial ,15,108,-1.225552779,0.883460581,-1.387218405,24,0.958333333,-6.795954508,6.24536E-07,0.180335636,0.373052686,-1.598605464,-0.852500093,Radial ,15,108,-1.833902173,1.455780777,-1.259737869,24,0.958333333,-6.171429975,2.69448E-06,0.297160007,0.614722309,-2.448624482,-1.219179863,Radial ,15,108,-2.232477872,1.232680112,-1.81107641,24,1,-8.872426178,6.94657E-09,0.251619774,0.520515161,-2.752993033,-1.711962711,Radial ,15,108,-1.97415312,1.406159154,-1.403932915,24,0.916666667,-6.877838549,5.17428E-07,0.287031035,0.593768936,-2.567922055,-1.380384184,Radial ,15,108,-2.304996093,1.556913841,-1.480490463,24,1,-7.252892408,2.20995E-07,0.317803707,0.657427057,-2.96242315,-1.647569036,,,108,PO7 PO8,220-400 and 400 to 1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,16,N/A,22,22,42,SPN priming black to white,World,World,Makin ,EJN,2020,Ref BBB,RandBBB,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.750000,,RefsBlack,16,109,-1.813680983,1.409854451,-1.286431363,22,0.954545455,-6.03389794,5.47417E-06,0.300581979,0.625094445,-2.438775428,-1.188586538,RefsBlack,16,109,-1.813680983,1.409854451,-1.286431363,22,0.954545455,-6.03389794,5.47417E-06,0.300581979,0.625094445,-2.438775428,-1.188586538,RefsBlack,16,109,-1.913046004,1.48672421,-1.286752439,22,0.909090909,-6.035403921,5.45557E-06,0.316970667,0.659176587,-2.572222591,-1.253869417,RefsBlack,16,109,-1.040786076,0.96494009,-1.078601757,22,0.818181818,-5.05909068,5.21383E-05,0.205725918,0.427830468,-1.468616544,-0.612955608,RefsBlack,16,109,-1.874331758,1.621340423,-1.156038382,22,0.863636364,-5.422300644,2.22698E-05,0.34567094,0.718862072,-2.59319383,-1.155469687,RefsBlack,16,109,-1.753030284,1.448430771,-1.210296218,22,0.909090909,-5.676792453,1.23603E-05,0.308806478,0.642198227,-2.39522851,-1.110832057,RefsBlack,16,109,,,,,,,,,,,,RefsBlack,16,109,,,,,,,,,,,,,,109,PO7 O1 O2 PO8,250-600,22,480,10560,0.882,0.990,0.538,10.045,16,4,,0.679,0.883,0.333,,,,16,N/A,42,,,,,,,,,,,,,
110,16,N/A,,22,42,SPN priming black to white,World,World,Makin ,EJN,2020,Ref WWW,RandWWW,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.750000,,RefsWhite,16,110,-1.448389004,1.838091174,-0.787985397,22,0.818181818,-3.695979124,0.001340848,0.391882355,0.814963971,-2.263352975,-0.633425032,RefsWhite,16,110,-1.448389004,1.838091174,-0.787985397,22,0.818181818,-3.695979124,0.001340848,0.391882355,0.814963971,-2.263352975,-0.633425032,RefsWhite,16,110,-1.402413743,1.890225781,-0.741929222,22,0.818181818,-3.479956515,0.002235519,0.402997491,0.838079161,-2.240492904,-0.564334582,RefsWhite,16,110,-0.758595842,1.202383557,-0.630910027,22,0.772727273,-2.959230333,0.007486752,0.256349036,0.533107004,-1.291702846,-0.225488838,RefsWhite,16,110,-1.165981348,1.993674946,-0.584840247,22,0.727272727,-2.743143911,0.01218366,0.425052927,0.883945951,-2.049927299,-0.282035397,RefsWhite,16,110,-1.730796691,2.026280189,-0.854174413,22,0.863636364,-4.006433128,0.000639805,0.432004388,0.898402306,-2.629198997,-0.832394385,RefsWhite,16,110,,,,,,,,,,,,RefsWhite,16,110,,,,,,,,,,,,,,110,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,16,N/A,,22,42,SPN priming black to white,World,World,Makin ,EJN,2020,Ref BWB,RandBWB,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.750000,,RefsBWB,16,111,-1.700034695,1.567100169,-1.084828353,22,0.909090909,-5.088296003,4.86716E-05,0.334106879,0.694813291,-2.394847986,-1.005221405,RefsBWB,16,111,-1.700034695,1.567100169,-1.084828353,22,0.909090909,-5.088296003,4.86716E-05,0.334106879,0.694813291,-2.394847986,-1.005221405,RefsBWB,16,111,-1.684905639,1.886052414,-0.893350379,22,0.772727273,-4.190184697,0.000412335,0.402107726,0.836228794,-2.521134433,-0.848676845,RefsBWB,16,111,-0.915870625,1.295541634,-0.706940326,22,0.727272727,-3.315844047,0.00328594,0.276210404,0.574410981,-1.490281606,-0.341459644,RefsBWB,16,111,-1.799081938,1.607521205,-1.119165292,22,0.818181818,-5.249350522,3.33443E-05,0.342724672,0.712734974,-2.511816912,-1.086346964,RefsBWB,16,111,-1.600986925,2.208452761,-0.724936007,22,0.727272727,-3.400251271,0.002696467,0.470843711,0.979173099,-2.580160025,-0.621813826,RefsBWB,16,111,,,,,,,,,,,,RefsBWB,16,111,,,,,,,,,,,,,,111,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
